regime,observations,frequency_pct,mean_daily_return,annualized_return,annualized_volatility,avg_duration_days,median_duration_days,segments,avg_drawdown,sharpe_like,regime_name,color
0,5902,0.3417684868840118,-0.00027493369095987763,-0.9100723905080687,0.4179042896121677,49.18333333333333,33.0,120,-0.06137482120056963,-2.1777053098752663,Stress / bear,#c0392b
1,4390,0.2542127511726215,8.668055356153559e-06,0.07888903007622217,0.25839025387625064,50.45977011494253,37.0,87,-0.02226172534126489,0.3053096194332625,Calm / bull,#2ca25f
2,3256,0.1885459493890787,-0.0001264566786979282,-0.669725302181322,0.7671515789628408,74.0,36.5,44,-0.10207627991390393,-0.873002572825001,High-volatility / sideways,#f0b429
3,3721,0.21547281255428802,0.0005527735714128124,125.59064740375864,0.43577798774528115,40.89010989010989,25.0,91,-0.012141589245456339,288.1986950593023,Recovery / risk-on,#4c78a8
