regime,observations,buy_hold_ann_return,trend_ann_return,trend_exposure_pct,regime_name
0,399,0.347841145043176,0.226970047638817,0.8872180451127819,Recovery / risk-on
1,230,0.19264466562110227,-0.03323666118040569,0.21304347826086956,High-volatility / sideways
2,335,-0.3030520297744248,-0.14724784638210864,0.16417910447761194,Calm / bull
3,63,0.19221829372769483,0.19221829372769483,1.0,Recovery / risk-on
