regime,observations,buy_hold_ann_return,trend_ann_return,trend_exposure_pct,regime_name
0,1116,0.353737411794913,0.13763340103693333,0.5779569892473119,Recovery / risk-on
1,2023,0.3336585046549445,0.3040186016446105,0.9822046465645081,Calm / bull
2,715,-0.28985173876700754,-0.07631781437697216,0.04055944055944056,Stress / bear
3,2412,-0.15716224248632027,-0.14339826577470427,0.39718076285240467,Bear / drawdown
