regime,observations,buy_hold_ann_return,trend_ann_return,trend_exposure_pct,regime_name
0,885,0.4966434225673473,0.3545105684691765,0.6632768361581921,Calm / bull
1,407,0.43887080151568014,-0.5686394408662957,0.24815724815724816,High-volatility / sideways
2,809,-0.7670782357133814,-0.33054690991312063,0.1161928306551298,Stress / bear
3,799,13.288792416806968,10.860449577255494,0.904881101376721,Recovery / risk-on
