regime,observations,buy_hold_ann_return,trend_ann_return,trend_exposure_pct,regime_name
0,1625,-0.6361142943765827,-0.7957460494056762,0.6012307692307692,Calm / low-volatility
1,1784,-0.9962473572752166,-0.6961441775472041,0.13452914798206278,Bear / drawdown
2,823,-0.999761006860571,-0.9986601070431631,0.22478736330498178,Stress / bear
3,1320,1330.4657381188213,14.191499608741406,0.8984848484848484,Recovery / risk-on
