regime,observations,buy_hold_ann_return,trend_ann_return,trend_exposure_pct,regime_name
0,32,1.4660181138169723,0.4826205707495572,0.8125,Calm / bull
1,12,0.8728325528971008,-0.2465267243580107,0.16666666666666666,Stress / bear
2,16,10.091317868074519,7.196094712770801,0.9375,Recovery / risk-on
3,30,-0.4245069291388216,-0.44002149731364937,0.2,Bear / drawdown
