regime,observations,buy_hold_ann_return,trend_ann_return,trend_exposure_pct,regime_name
0,1668,-0.03866773122983169,-0.020909798176849903,0.27398081534772184,High-volatility / sideways
1,1751,-0.1499699364889897,-0.20669659696619314,0.6956025128498001,Bear / drawdown
2,739,-0.13895608710086926,-0.044348905394709814,0.013531799729364006,Stress / bear
3,2232,0.37304099252562994,0.363415755450633,0.9955197132616488,Calm / bull
