regime,observations,frequency_pct,mean_daily_return,annualized_return,annualized_volatility,avg_duration_days,median_duration_days,segments,avg_drawdown,sharpe_like,regime_name,color
0,1700,0.25800576718773716,-0.00020602922825807557,-0.05059965996686988,0.1772272847993896,45.945945945945944,34.0,37,-0.08621880240558429,-0.28550716682335675,High-volatility / sideways,#f0b429
1,1838,0.27894976475944755,-0.0006673696629039272,-0.15484336183765735,0.13341254572141242,18.198019801980198,10.0,101,-0.040264370994561254,-1.160635688348201,Bear / drawdown,#d95f02
2,739,0.1121566246774928,-0.0008429634580526812,-0.19145292438276995,0.3550350574820146,73.9,66.5,10,-0.1989325742942645,-0.5392507594618838,Stress / bear,#c0392b
3,2312,0.35088784337532253,0.0012402051351341203,0.36661660302035814,0.09564880067265295,27.2,19.0,85,-0.006456434368088475,3.8329451121406257,Calm / bull,#2ca25f
