regime,observations,buy_hold_ann_return,trend_ann_return,trend_exposure_pct,regime_name
0,2060,0.444116712497425,0.40273125846104296,0.9956310679611651,Calm / bull
1,838,1.8662404030746855,1.1595830712385005,0.9558472553699284,Recovery / risk-on
2,1332,-0.38724239109993075,-0.4442628173698413,0.36786786786786785,Stress / bear
3,621,0.005138616835161924,0.106508911167847,0.15942028985507245,High-volatility / sideways
